polygon_id,polygon_name,point_id,point_name,point_wikidata_id
2201635,Munții Făgăraș,1656474413,Ciortea Vest,Q874546
11349326,Vințu de Jos,298253648,Laz,Q12116909
1270818,,1976375973,Viișoara,Q12093637
9717319,Padeș,460200592,Văieni,Q12089056
1302261,,422871243,Hațegana,Q12167081
11349326,Vințu de Jos,422871243,Hațegana,Q12167081
10514934,Poiana Mărului,380855974,Poiana Mărului,Q580851
13137187,Cepari,422880320,Ceparii Ungureni,Q12169535
12636341,,467467582,București Basarab,Q3646242
9833330,Zătreni,463296414,Dealu Văleni,Q12103057
10514249,Slimnic,454126126,Pădureni,Q13571577
9833330,Zătreni,463296513,Mecea,Q12123149
9845419,Nicolae Bălcescu,463286594,Mângureni,Q12123414
9729756,Drăguțești,460193782,Iași-Gorj,Q12174215
12557659,Adămuș,460352658,Adămuș,Q1090172
9717305,Târgu Jiu,448222842,Drăgoeni,Q12102380
9628658,Podari,461611098,Podari,Q2465789
11318484,Aghireșu,460369842,Aghireșu,Q284669
1285304,,370796643,Târâtu,Q12161324
9628658,Podari,461611109,Livezi,Q12119558
12577659,Iclănzel,460360464,Fânațe,Q615099
9729693,Stoina,460201107,Stoina,Q2717755
11320929,Zona Metropolitană Cluj,2634652314,Muzeul Etnografic al Transilvaniei,Q3330569
11320929,Zona Metropolitană Cluj,1281230764,Zorilor,Q1032736
2196506,Trascău,422869800,Întregalde,Q980510
11320929,Zona Metropolitană Cluj,460371660,Măcicașu,Q3891123
10487258,Berteștii de Jos,312033564,Spiru Haret,Q12157058
11320929,Zona Metropolitană Cluj,460373457,Cornești,Q4967027
13137430,Moșoaia,422880863,Hințești,Q12168150
11320929,Zona Metropolitană Cluj,460370055,Popești,Q732243
9716440,Prunișor,460206610,Prunaru,Q12145280
11320929,Zona Metropolitană Cluj,828506657,Opera maghiară de stat,Q5136596
13137183,Băiculești,422879940,Zigoneni,Q12107259
10744436,Moisei,258993268,Moisei,Q12735837
10631080,Câmpeni,422868240,Florești,Q9198387
11322070,Cărpiniș,463255423,Iecea Mică,Q848594
10541620,Rapoltu Mare,461632238,Rapoltu Mare,Q5053333
9685777,Braloștița,461612862,Valea Fântânilor,Q12087653
10715518,Mărășești,463190299,Siretu,Q12159494
10363625,Jijila,123535766,Garvăn,Q12094349
9882383,1 Decembrie,254749496,1 Decembrie,Q1076455
13137691,Suseni,422881313,Țuțulești,Q12168937
9748436,Costești,6234982018,Peștera Valea Bistriței,Q18545394
9365343,,2137792090,Monumentul Victimelor Pogromului din 1941,Q7925616
11349328,Blandiana,422869053,Răcătău,Q3892799
9716449,Ponoarele,460206470,Ludu,Q12118654
9833341,Mădulari,345590559,Mădulari,Q2050842
1264097,,422880863,Hințești,Q12168150
9964679,Lețcani,244321299,Lețcani,Q2607493
2716004,,2634652314,Muzeul Etnografic al Transilvaniei,Q3330569
1285432,,422868727,Căsoaia,Q12109697
4495246,,460065421,Nicolae Bălcescu,Q12134619
9697786,Pleșoi,461881383,Frasin,Q12166177
12721832,,463187711,Sfiștofca,Q12159047
10744476,Șomcuta Mare,462247349,Vălenii Șomcutei,Q268472
12570707,Hodoșa,460360161,Ihod,Q742046
9729755,Dănești,460200060,Bucureasa,Q12085535
9697777,Brădești,461612825,Meteu,Q12122926
12721832,,267339334,Chilia Veche,Q860733
11318526,Chinteni,460371660,Măcicașu,Q3891123
1291992,,460378193,Rafnic,Q839605
10494272,Călan,461626464,Batiz,Q720823
11793265,Amzacea,442027624,Amzacea,Q697735
11318831,Pănet,460362505,Pănet,Q1090714
11520343,Băneasa,448208963,Făurei,Q12165682
10630983,Sebeș,114305942,Lancrăm,Q835580
10514252,Loamneș,454123411,Hașag,Q834495
10744508,Cehu Silvaniei,344518835,Nadiș,Q732273
9748232,Câineni,1656474413,Ciortea Vest,Q874546
10534623,Bordei Verde,460058601,Constantin Gabrielescu,Q12112447
9833338,Crețeni,415385818,Mrenești,Q12130429
12594105,Coțușca,447923895,Crasnaleuca,Q12114194
11520341,Ostrov,460158066,Gârlița,Q3657103
13144743,Morărești,422880919,Dedulești,Q12099813
1285160,,422878136,Troaș,Q724049
10363616,Isaccea,394565331,Revărsarea,Q12147191
10494268,Mărtinești,461631392,Mărtinești,Q5064776
10494268,Mărtinești,461631397,Tămășasa,Q825354
11793466,Zona Metropolitană Constanța,442023806,Moșneni,Q1179659
9624263,Craiova,318219422,Mofleni,Q12130328
11793466,Zona Metropolitană Constanța,448210162,Luminița,Q12118776
1268673,,446093005,Satu Nou,Q1416068
13140563,Priboieni,422881092,Valea Nenii,Q12087550
10441095,Apáczai 1km area,2634652314,Muzeul Etnografic al Transilvaniei,Q3330569
9729757,Bâlteni,460197038,Moi,Q12124131
10520326,23 August,442023806,Moșneni,Q1179659
12560287,Bălăușeri,460353184,Senereuș,Q250633
9729781,Albeni,460195766,Albeni,Q2608618
10366917,Mihail Kogălniceanu,463188414,Rândunica,Q3656131
10744452,Târgu Lăpuș,462244129,Dobricu Lăpușului,Q750748
9716441,Husnicioara,460206377,Oprănești,Q12136122
13137645,Mălureni,422880850,Zărnești,Q12106655
1301167,,280526447,Porț,Q731068
13140560,Bogați,422880073,Glâmbocelu,Q12096107
11321153,Zona Metropolitană Iași,2137792090,Monumentul Victimelor Pogromului din 1941,Q7925616
9714859,Gogoșu,429946906,Ostrovu Mare,Q12136786
3786907,Полонина Радуль,337471361,Стіг,Q2358215
2201620,Munții Apuseni - Vlădeasa,422870393,Sfoartea,Q4151855
2201620,Munții Apuseni - Vlădeasa,422868612,Hodobana,Q11421078
12593678,Duda-Epureni,463297961,Bobești,Q12083023
11321153,Zona Metropolitană Iași,244321299,Lețcani,Q2607493
9744193,Sâmburești,444655147,Cerbeni,Q12169568
12560371,Albești,122310824,Albești,Q997330
10520315,Mangalia,140274841,Neptun,Q369592
11321153,Zona Metropolitană Iași,260725567,Miroslava,Q2639798
10541477,Bătrâna,461627396,Răchițaua,Q2899005
10631191,Gherla,460369789,Băița,Q727404
10694375,Pucioasa,304660144,Bela,Q12081714
11544685,Oinacu,266933308,Comasca,Q12111951
10694375,Pucioasa,140176331,Pucioasa,Q589880
9883785,C.A. Rosetti,463187711,Sfiștofca,Q12159047
10631068,Abrud,422868198,Abrud-Sat,Q480831
9883786,Valea Nucarilor,281893156,Agighiol,Q393677
1292950,,702516550,Belvedere Măgura Uroiului,Q6950727
9714864,Bălăcița,460205519,Bălăcița,Q283479
9744249,Drăgășani,415386362,Condoiești,Q12112281
10540683,Cugir,422868307,Bocșitura,Q822673
7958146,Macroregiunea Trei,448219671,Butoiu de Jos,Q12085961
7958146,Macroregiunea Trei,5916880473,Obor,Q2156002
7958146,Macroregiunea Trei,462617733,Cuib,Q12115574
7958146,Macroregiunea Trei,905903852,Alexandru Lahovary,Q12741336
10715752,Onești,446083290,Borzești,Q894317
11636493,,226296544,Căldăraru,Q12109448
7958146,Macroregiunea Trei,226296544,Căldăraru,Q12109448
7958146,Macroregiunea Trei,304660144,Bela,Q12081714
7958146,Macroregiunea Trei,304660283,Cârlănești,Q12109957
7958146,Macroregiunea Trei,463189993,Segarcea-Vale,Q2721510
7958146,Macroregiunea Trei,8998463865,TBI Bank - Sediul Central,Q30632901
7958146,Macroregiunea Trei,422880073,Glâmbocelu,Q12096107
7958146,Macroregiunea Trei,462593451,Brebu Megieșesc,Q12084700
7958146,Macroregiunea Trei,467467582,București Basarab,Q3646242
7958146,Macroregiunea Trei,266933308,Comasca,Q12111951
7958146,Macroregiunea Trei,296077323,Merișani,Q1896266
7958146,Macroregiunea Trei,271104879,Mislea,Q3311099
7958146,Macroregiunea Trei,422879940,Zigoneni,Q12107259
7958146,Macroregiunea Trei,460202627,Milcovățu,Q12131293
7958146,Macroregiunea Trei,448203317,Ogoru,Q12135154
7958146,Macroregiunea Trei,422880919,Dedulești,Q12099813
7958146,Macroregiunea Trei,463181258,Coțofenești,Q12113882
7958146,Macroregiunea Trei,140176331,Pucioasa,Q589880
7958146,Macroregiunea Trei,460204480,Cegani,Q12169252
7958146,Macroregiunea Trei,422881297,Glavacioc,Q12096004
7958146,Macroregiunea Trei,463190011,Udeni,Q12163472
7958146,Macroregiunea Trei,422881608,Bădulești,Q12081479
7958146,Macroregiunea Trei,422880639,Băcești,Q12082491
7958146,Macroregiunea Trei,448218084,Boboci,Q12083054
7958146,Macroregiunea Trei,463190044,Talpa-Ogrăzile,Q12159826
7958146,Macroregiunea Trei,463189636,Drăghinești,Q12102392
7958146,Macroregiunea Trei,3645173197,Dealul Arsenalului,Q12726477
7958146,Macroregiunea Trei,254749496,1 Decembrie,Q1076455
7958146,Macroregiunea Trei,174734777,Cernica,Q2349589
7958146,Macroregiunea Trei,422881092,Valea Nenii,Q12087550
12560426,Vânători,460364403,Feleag,Q713914
7958146,Macroregiunea Trei,304661999,Șerbăneasa,Q12171699
7958146,Macroregiunea Trei,448222369,Neajlovu,Q12134541
7958146,Macroregiunea Trei,462614988,Gorgota,Q14077859
11319216,Șopotu Nou,461603251,Stăncilova,Q957707
7958146,Macroregiunea Trei,902588463,Sinagoga Eșua Tova,Q117452
7958146,Macroregiunea Trei,422881313,Țuțulești,Q12168937
7958146,Macroregiunea Trei,460204528,Misleanu,Q12131615
7958146,Macroregiunea Trei,422880850,Zărnești,Q12106655
7958146,Macroregiunea Trei,422880863,Hințești,Q12168150
7958146,Macroregiunea Trei,268303088,Drăgănești,Q12102361
7958146,Macroregiunea Trei,460202878,Vânătorii Mari,Q12089405
7958146,Macroregiunea Trei,370791969,Tudor Vladimirescu,Q12162754
7958146,Macroregiunea Trei,422880337,Cungrea,Q12115811
9714857,Bâcleș,460205527,Giura,Q12100850
7958146,Macroregiunea Trei,156758425,Livadea,Q12119544
7958146,Macroregiunea Trei,130609433,Câmpulung,Q736296
7958146,Macroregiunea Trei,422879651,Făgetu,Q12165384
7958146,Macroregiunea Trei,460187590,Mesteacăn,Q12122829
7958146,Macroregiunea Trei,463189261,Clănița,Q12110424
7958146,Macroregiunea Trei,463178623,Gâlmeia,Q12095941
7958146,Macroregiunea Trei,448220181,Malu cu Flori,Q2606390
7958146,Macroregiunea Trei,462219330,Otopeni,Q727421
7958146,Macroregiunea Trei,463180232,Mireșu Mic,Q12131554
7958146,Macroregiunea Trei,462592447,Grădiștea,Q12097571
7958146,Macroregiunea Trei,303537840,Dumbrăveni,Q12102851
7958146,Macroregiunea Trei,2482381980,Monumentul Infanteristului,Q12735929
7958146,Macroregiunea Trei,422880320,Ceparii Ungureni,Q12169535
7958146,Macroregiunea Trei,422880867,Stroești,Q12158268
7958146,Macroregiunea Trei,448214627,Cricovu Dulce,Q12115202
7958146,Macroregiunea Trei,242536302,Balotești,Q12080685
7958146,Macroregiunea Trei,422880938,Dealu Viilor,Q12103061
7958146,Macroregiunea Trei,462258481,Pietrișu,Q12137237
10715447,Odobești,463190570,Unirea,Q12164657
11318833,Sântana de Mureș,306019249,Sântana de Mureș,Q3116964
9714844,Corcova,460205956,Corcova,Q2353798
9714866,Punghina,460206612,Punghina,Q2465407
11671594,Lazuri,463186758,Lazuri,Q1076447
9845375,Livezi,463279661,Pleșoiu,Q12140904
11318312,Ineu,454152799,Ineu,Q1194277
11318850,Păsăreni,269447764,Păsăreni,Q788194
1268732,,306019249,Sântana de Mureș,Q3116964
10718317,Recaș,2563285683,Banat,Q170143
1274350,,463296513,Mecea,Q12123149
11321871,Comloșu Mare,463255546,Comloșu Mic,Q28333
1302685,,460360464,Fânațe,Q615099
11520349,Albești,442580243,Cotu Văii,Q12113812
10715364,Pătârlagele,447935655,Valea Viei,Q12087435
11318878,Zona Metropolitană Târgu Mureș,460362505,Pănet,Q1090714
11318878,Zona Metropolitană Târgu Mureș,306019249,Sântana de Mureș,Q3116964
9729700,Brănești,460200689,Broștenii de Sus,Q12085031
7957817,Macroregiunea Doi,385253920,Stânca,Q12157942
7957817,Macroregiunea Doi,463299754,Iaz,Q12173396
7957817,Macroregiunea Doi,447936947,Bărbuncești,Q12081964
7957817,Macroregiunea Doi,441365634,Gura Teghii,Q6316106
7957817,Macroregiunea Doi,263915428,Măgura,Q3291960
7957817,Macroregiunea Doi,463300476,Gara Tălășman,Q12094308
7957817,Macroregiunea Doi,446083290,Borzești,Q894317
7957817,Macroregiunea Doi,463299872,Jigălia,Q12104490
7957817,Macroregiunea Doi,446089420,Bodeasa,Q12083494
7957817,Macroregiunea Doi,463190299,Siretu,Q12159494
7957817,Macroregiunea Doi,460065421,Nicolae Bălcescu,Q12134619
7957817,Macroregiunea Doi,410617905,Ghebari,Q12094504
9717314,Lelești,460200359,Rasovița,Q12146998
7957817,Macroregiunea Doi,442580243,Cotu Văii,Q12113812
10520140,Părău,460102100,Grid,Q3894343
7957817,Macroregiunea Doi,366182453,Anghelești,Q12078200
7957817,Macroregiunea Doi,463297813,Boțoaia,Q12084426
7957817,Macroregiunea Doi,2137792090,Monumentul Victimelor Pogromului din 1941,Q7925616
7957817,Macroregiunea Doi,447928347,Mânăstireni,Q12123423
7957817,Macroregiunea Doi,462226084,Satu Nou,Q12150746
7957817,Macroregiunea Doi,110392242,Ivești,Q2289283
7957817,Macroregiunea Doi,463299531,Sasova,Q12150709
7957817,Macroregiunea Doi,414862228,Cătina,Q12109734
7957817,Macroregiunea Doi,442023806,Moșneni,Q1179659
7957817,Macroregiunea Doi,390289704,Dumbrava,Q12102836
7957817,Macroregiunea Doi,261737894,Insula Sacalin,Q6976708
7957817,Macroregiunea Doi,446085060,Poieni,Q12143183
7957817,Macroregiunea Doi,460158066,Gârlița,Q3657103
7957817,Macroregiunea Doi,312033564,Spiru Haret,Q12157058
10541621,Certeju de Jos,413819032,Nojag,Q824993
7957817,Macroregiunea Doi,110308279,Lozova,Q12118305
7957817,Macroregiunea Doi,464527429,Slatina,Q1195068
7957817,Macroregiunea Doi,462240294,Drăgușeni,Q2718529
7957817,Macroregiunea Doi,447937844,Petrăchești,Q12140122
7957817,Macroregiunea Doi,447926323,Mihălășeni,Q2534855
7957817,Macroregiunea Doi,463299383,Fântânele,Q12165733
7957817,Macroregiunea Doi,464528279,Zaharești,Q6271671
7957817,Macroregiunea Doi,366182846,Văleni,Q12088217
7957817,Macroregiunea Doi,123535766,Garvăn,Q12094349
11299776,Zona Metropolitană Craiova,318219422,Mofleni,Q12130328
7957817,Macroregiunea Doi,463187711,Sfiștofca,Q12159047
7957817,Macroregiunea Doi,448210162,Luminița,Q12118776
10520495,Corbu,448210162,Luminița,Q12118776
7957817,Macroregiunea Doi,370796643,Târâtu,Q12161324
7957817,Macroregiunea Doi,463195785,Pietroasa,Q12137217
7957817,Macroregiunea Doi,463195298,Armeni,Q12079066
7957817,Macroregiunea Doi,447930612,Sorești,Q12154588
7957817,Macroregiunea Doi,463194831,Brădăcești,Q12084731
7957817,Macroregiunea Doi,446093005,Satu Nou,Q1416068
7957817,Macroregiunea Doi,463299006,Rusca,Q12149384
7957817,Macroregiunea Doi,394565331,Revărsarea,Q12147191
7957817,Macroregiunea Doi,460058271,Bărăganul,Q1155339
7957817,Macroregiunea Doi,447937959,Fundeni,Q12166352
7957817,Macroregiunea Doi,447936773,Dâlma,Q12101062
7957817,Macroregiunea Doi,463188414,Rândunica,Q3656131
7957817,Macroregiunea Doi,464513188,Glodu,Q12096170
7957817,Macroregiunea Doi,368232943,Cerbu,Q12169570
7957817,Macroregiunea Doi,281893156,Agighiol,Q393677
7957817,Macroregiunea Doi,447931612,Cătiașu,Q12109731
7957817,Macroregiunea Doi,460058601,Constantin Gabrielescu,Q12112447
7957817,Macroregiunea Doi,418623614,Podgoria,Q12141409
7957817,Macroregiunea Doi,442027624,Amzacea,Q697735
7957817,Macroregiunea Doi,1976375973,Viișoara,Q12093637
7957817,Macroregiunea Doi,460153399,Palazu Mic,Q757189
7957817,Macroregiunea Doi,446092542,Bărboasa,Q12081959
7957817,Macroregiunea Doi,447935655,Valea Viei,Q12087435
7957817,Macroregiunea Doi,462253306,Zvorănești,Q12106393
7957817,Macroregiunea Doi,463190570,Unirea,Q12164657
7957817,Macroregiunea Doi,446087088,Coteni,Q12113740
7957817,Macroregiunea Doi,463297961,Bobești,Q12083023
7957817,Macroregiunea Doi,461621270,Gohor,Q2717179
7957817,Macroregiunea Doi,244321299,Lețcani,Q2607493
7957817,Macroregiunea Doi,464532427,Plăvălari,Q12140850
7957817,Macroregiunea Doi,362342411,Nereju,Q5070098
13137182,Ciomăgești,422880337,Cungrea,Q12115811
7957817,Macroregiunea Doi,447933548,Fântânele,Q12165738
7957817,Macroregiunea Doi,448208963,Făurei,Q12165682
7957817,Macroregiunea Doi,446092028,Florești,Q12165803
7957817,Macroregiunea Doi,463193596,Mănăstioara,Q12122602
7957817,Macroregiunea Doi,463299380,Cetățuia,Q12170148
7957817,Macroregiunea Doi,140274841,Neptun,Q369592
7957817,Macroregiunea Doi,447927417,Izvoare,Q12074004
12594176,Suharău,447927417,Izvoare,Q12074004
7957817,Macroregiunea Doi,447925446,Moara Jorii,Q12123916
7957817,Macroregiunea Doi,447936978,Leiculești,Q12117518
7957817,Macroregiunea Doi,464434772,Gara Leu,Q12094305
7957817,Macroregiunea Doi,260725567,Miroslava,Q2639798
11299776,Zona Metropolitană Craiova,461612825,Meteu,Q12122926
7957817,Macroregiunea Doi,463300062,Rafaila,Q1402731
7957817,Macroregiunea Doi,463299974,Protopopești,Q12145130
7957817,Macroregiunea Doi,447930851,Mucești-Dănulești,Q12130911
7957817,Macroregiunea Doi,446091215,Muncelu,Q12130779
7957817,Macroregiunea Doi,447931692,Movila Oii,Q12123972
7957817,Macroregiunea Doi,267339334,Chilia Veche,Q860733
13137650,Mușătești,422880867,Stroești,Q12158268
7957817,Macroregiunea Doi,463299642,Rediu,Q12147352
7957817,Macroregiunea Doi,463191845,Cârligele,Q13828718
7957817,Macroregiunea Doi,464411905,Dănila,Q12099422
7957817,Macroregiunea Doi,447923895,Crasnaleuca,Q12114194
7957817,Macroregiunea Doi,462251321,Unghi,Q12164604
7958144,Macroregiunea Patru,460201107,Stoina,Q2717755
7958144,Macroregiunea Patru,461611098,Podari,Q2465789
7958144,Macroregiunea Patru,460195461,Cărbunești-Sat,Q12109622
3245175,,5916880473,Obor,Q2156002
7958144,Macroregiunea Patru,460199901,Obârșia,Q12134902
7958144,Macroregiunea Patru,463286594,Mângureni,Q12123414
7958144,Macroregiunea Patru,463260406,Lunca,Q12118842
7958144,Macroregiunea Patru,460206612,Punghina,Q2465407
3245175,,905903852,Alexandru Lahovary,Q12741336
7958144,Macroregiunea Patru,460195766,Albeni,Q2608618
7958144,Macroregiunea Patru,463276629,Mologești,Q12124232
3245175,,8998463865,TBI Bank - Sediul Central,Q30632901
7958144,Macroregiunea Patru,461627453,Boșorod,Q5053732
7958144,Macroregiunea Patru,460200359,Rasovița,Q12146998
13137425,Merișani,296077323,Merișani,Q1896266
7958144,Macroregiunea Patru,460197038,Moi,Q12124131
7958144,Macroregiunea Patru,461881383,Frasin,Q12166177
7958144,Macroregiunea Patru,460193782,Iași-Gorj,Q12174215
7958144,Macroregiunea Patru,34088266,Vinga,Q1066840
7958144,Macroregiunea Patru,137660806,Sintea Mare,Q1087633
7958144,Macroregiunea Patru,429946906,Ostrovu Mare,Q12136786
7958144,Macroregiunea Patru,461631120,Holdea,Q3205809
7958144,Macroregiunea Patru,413819032,Nojag,Q824993
7958144,Macroregiunea Patru,1656474413,Ciortea Vest,Q874546
7958144,Macroregiunea Patru,344524089,Urzicuța,Q12164745
7958144,Macroregiunea Patru,422878136,Troaș,Q724049
7958144,Macroregiunea Patru,318219422,Mofleni,Q12130328
7958144,Macroregiunea Patru,463296087,Slăvitești,Q12153605
7958144,Macroregiunea Patru,422877764,Valea Mare,Q820757
7958144,Macroregiunea Patru,460378193,Rafnic,Q839605
7958144,Macroregiunea Patru,463279661,Pleșoiu,Q12140904
7958144,Macroregiunea Patru,460206470,Ludu,Q12118654
7958144,Macroregiunea Patru,460206381,Eșelnița,Q586861
7958144,Macroregiunea Patru,463254801,Giarmata-Vii,Q754605
7958144,Macroregiunea Patru,461626464,Batiz,Q720823
7958144,Macroregiunea Patru,345590559,Mădulari,Q2050842
10534515,Bărăganul,460058271,Bărăganul,Q1155339
7958144,Macroregiunea Patru,34088398,Curtea,Q1122300
7958144,Macroregiunea Patru,461602822,Pătaș,Q755513
7958144,Macroregiunea Patru,171295528,Aluniș,Q747141
7958144,Macroregiunea Patru,463296414,Dealu Văleni,Q12103057
7958144,Macroregiunea Patru,461611109,Livezi,Q12119558
7958144,Macroregiunea Patru,422878032,Hălăliș,Q383212
7958144,Macroregiunea Patru,460206377,Oprănești,Q12136122
7958144,Macroregiunea Patru,461603251,Stăncilova,Q957707
3245175,,902588463,Sinagoga Eșua Tova,Q117452
7958144,Macroregiunea Patru,461631392,Mărtinești,Q5064776
7958144,Macroregiunea Patru,460198328,Brătești,Q12084801
7958144,Macroregiunea Patru,415386362,Condoiești,Q12112281
7958144,Macroregiunea Patru,415385818,Mrenești,Q12130429
7958144,Macroregiunea Patru,460200592,Văieni,Q12089056
7958144,Macroregiunea Patru,460206627,Breznicioara,Q12084755
7958144,Macroregiunea Patru,461878210,Zăval,Q12106471
7958144,Macroregiunea Patru,461631397,Tămășasa,Q825354
7958144,Macroregiunea Patru,171355654,Dieci,Q912739
7958144,Macroregiunea Patru,34088279,Felnac,Q1006225
7958144,Macroregiunea Patru,444655147,Cerbeni,Q12169568
7958144,Macroregiunea Patru,460200689,Broștenii de Sus,Q12085031
7958144,Macroregiunea Patru,463255423,Iecea Mică,Q848594
7958144,Macroregiunea Patru,461878363,Comoșteni,Q3684949
7958144,Macroregiunea Patru,461632295,Mesteacăn,Q2109772
7958144,Macroregiunea Patru,460205527,Giura,Q12100850
7958144,Macroregiunea Patru,460205956,Corcova,Q2353798
7958144,Macroregiunea Patru,463271674,Genuneni,Q12100728
7958144,Macroregiunea Patru,460206442,23 August,Q12061910
7958144,Macroregiunea Patru,461630435,Boiu de Sus,Q3682324
7958144,Macroregiunea Patru,259974027,Jabăr,Q827796
7958144,Macroregiunea Patru,448222842,Drăgoeni,Q12102380
7958144,Macroregiunea Patru,2563285683,Banat,Q170143
7958144,Macroregiunea Patru,461629401,Alun,Q3569924
7958144,Macroregiunea Patru,6234982018,Peștera Valea Bistriței,Q18545394
7958144,Macroregiunea Patru,422877729,Zăbalț,Q754546
7958144,Macroregiunea Patru,702516550,Belvedere Măgura Uroiului,Q6950727
7958144,Macroregiunea Patru,463296513,Mecea,Q12123149
7958144,Macroregiunea Patru,463255546,Comloșu Mic,Q28333
7958144,Macroregiunea Patru,304744952,Cernădia,Q12169878
7958144,Macroregiunea Patru,460200060,Bucureasa,Q12085535
7958144,Macroregiunea Patru,463263392,Berbești,Q276156
7958144,Macroregiunea Patru,460206362,Poiana Gruii,Q12143080
7958144,Macroregiunea Patru,461632292,Ciula Mare,Q2110052
7958144,Macroregiunea Patru,461612825,Meteu,Q12122926
7958144,Macroregiunea Patru,346375574,Fărcașele,Q2292713
7958144,Macroregiunea Patru,422878354,Zimandcuz,Q1467443
7958144,Macroregiunea Patru,461627396,Răchițaua,Q2899005
7958144,Macroregiunea Patru,461626751,Bârcea Mare,Q644095
7958144,Macroregiunea Patru,460206610,Prunaru,Q12145280
7958144,Macroregiunea Patru,461630077,Hățăgel,Q2943811
3245175,,2482381980,Monumentul Infanteristului,Q12735929
7958144,Macroregiunea Patru,460205519,Bălăcița,Q283479
7958144,Macroregiunea Patru,195589152,Șoimuș,Q5053661
7958144,Macroregiunea Patru,463276507,Ghindari,Q12098993
7958144,Macroregiunea Patru,460201143,Isvarna,Q12127857
7958144,Macroregiunea Patru,461632238,Rapoltu Mare,Q5053333
7958144,Macroregiunea Patru,461612862,Valea Fântânilor,Q12087653
9603433,,2634652314,Muzeul Etnografic al Transilvaniei,Q3330569
9717299,Târgu Cărbunești,460195461,Cărbunești-Sat,Q12109622
9729689,Dănciulești,460199901,Obârșia,Q12134902
10715428,Gura Teghii,441365634,Gura Teghii,Q6316106
9845422,Ocnele Mari,463260406,Lunca,Q12118842
9603433,,1281230764,Zorilor,Q1032736
10631058,Aiud,422868205,Ciumbrud,Q720811
13137433,Uda,422881608,Bădulești,Q12081479
11793165,Mihail Kogălniceanu,460153399,Palazu Mic,Q757189
9664755,Gighera,461878210,Zăval,Q12106471
10494271,Simeria,702516550,Belvedere Măgura Uroiului,Q6950727
10494271,Simeria,461626751,Bârcea Mare,Q644095
9603433,,828506657,Opera maghiară de stat,Q5136596
13137431,Poiana Lacului,422880938,Dealu Viilor,Q12103061
10534713,Scorțaru Nou,460065421,Nicolae Bălcescu,Q12134619
10495428,Panaci,464513188,Glodu,Q12096170
9716442,Malovăț,460206442,23 August,Q12061910
9964682,Miroslava,260725567,Miroslava,Q2639798
9850112,Cernica,226296544,Căldăraru,Q12109448
9850112,Cernica,174734777,Cernica,Q2349589
10541406,Bunila,461629401,Alun,Q3569924
1283208,,6234982018,Peștera Valea Bistriței,Q18545394
9849458,Otopeni,462219330,Otopeni,Q727421
1207838,Iași,2137792090,Monumentul Victimelor Pogromului din 1941,Q7925616
12593681,Pădureni,463299006,Rusca,Q12149384
12560266,Coroisânmărtin,460354448,Coroisânmărtin,Q1092751
13140559,Leordeni,422880793,Moara Mocanului,Q12123918
1276033,,3840181513,Cascada Vălul Miresei,Q12723590
11320929,Zona Metropolitană Cluj,460372426,Pruniș,Q744436
11320929,Zona Metropolitană Cluj,460374951,Crăești,Q639662
11320929,Zona Metropolitană Cluj,460376796,Șoimeni,Q820710
11320929,Zona Metropolitană Cluj,460373757,Turea,Q723291
11320929,Zona Metropolitană Cluj,460369966,Corpadea,Q1115552
2196506,Trascău,422869524,Zăgriș,Q12106485
11349477,Ciuruleasa,422869443,Bodrești,Q12083487
9833330,Zătreni,463296568,Stanomiru,Q12157232
10363621,Carcaliu,463187727,Carcaliu,Q858396
10488516,Gilău,460373415,Someșu Cald,Q655555
11349255,Șpring,422870720,Cunța,Q756214
10534715,Romanu,385174759,Romanu,Q12148689
9714865,Vlădaia,460206757,Ștircovița,Q12172447
12990240,Copou,2386573403,Statuia Mihai Eminescu,Q184935
10514249,Slimnic,207150218,Ruși,Q830473
10488518,Ciurila,460372426,Pruniș,Q744436
1280580,,462252447,Dolhești,Q12101866
12990240,Copou,2387231698,Statuia Alexandru Averescu,Q58285
11321093,Ungheni,462226490,Bosia,Q12084346
10541616,Vălișoara,461867370,Dealu Mare,Q3891338
1302254,,422880772,Ciocanu,Q12170402
9845419,Nicolae Bălcescu,463286451,Măzăraru,Q12122318
10493449,Petrila,5135811845,Parângul Mare,Q897451
9883777,Beștepe,463188000,Băltenii de Sus,Q12081789
9729756,Drăguțești,460193695,Cârbești,Q12109884
1274352,,461877711,Nistoi,Q12134743
9851026,Buftea,255591401,Buftea,Q217131
1264092,,255591401,Buftea,Q217131
9846494,Rășinari,130577334,Rășinari,Q938640
11768791,Straja,464527842,Straja,Q2719738
13137434,Cotmeana,422880595,Costești,Q12113567
9744200,Poboru,444654453,Creți,Q12114608
13137434,Cotmeana,422880588,Drăgolești,Q12102374
9883777,Beștepe,463188004,Beștepe,Q794476
9685774,Grecești,461878715,Busulețu,Q12085896
10541101,Boșorod,461627453,Boșorod,Q5053732
10492535,Lăpugiu de Jos,461631120,Holdea,Q3205809
11671595,Dorolț,463186551,Atea,Q544905
1291660,,461603251,Stăncilova,Q957707
1264093,,422881313,Țuțulești,Q12168937
9695114,Gângiova,461878363,Comoșteni,Q3684949
10698232,Vadu Pașii,447937199,Vadu Pașii,Q12087217
12576418,Ibănești,460360204,Ibănești,Q1129896
12576418,Ibănești,460360246,Brădețelu,Q741115
10366928,Topolog,463189049,Calfa,Q12107874
